CONAME,address,lat,lon,distance
WEX INC,"97 Darling Avenue, South Portland, ME, 4106",43.64197,-70.33084000000001,769.9204886271398 km
FTD COMPANIES INC,"3113 Woodcreek Drive, Downers Grove, IL, 60515",41.82906,-88.03586999999999,988.3085020249946 km
LHC GROUP INC,"420 West Pinhook Road, Suite A, Lafayette, LA, 70503",30.209840000000003,-92.0107,1674.7719929155503 km
EXLSERVICE HOLDINGS INC,"280 Park Avenue, 38th Floor, New York, NY, 10017",43.19704,-75.72981999999999,489.96364101918977 km
BILL BARRETT CORP,"1099 18th Street, Suite 2300, Denver, CO, 80202",39.74987,-104.99221000000001,2402.5048707209216 km
BOFI HOLDING INC,"4350 La Jolla Village Drive, Suite 140, San Diego, CA, 92122",32.87413,-117.2111,3658.200056246731 km
VERIFONE SYSTEMS INC,"88 West Plumeria Drive, San Jose, CA, 95134",37.38974,-121.93484,3899.098967117723 km
CORE MARK HOLDING CO INC,"395 Oyster Point Boulevard, Suite 415, South San Francisco, CA, 94080",37.6673,-122.38278999999999,3928.3120709384725 km
ZUMIEZ INC,"4001 204th Street SW, Lynnwood, WA, 98036",47.814679999999996,-122.28753,3741.716378600352 km
KOPPERS HOLDINGS INC,"436 Seventh Avenue, Pittsburgh, PA, 15219",40.442170000000004,-79.99552,306.19324513877547 km
INTERCONTINENTAL EXCHANGE,"5660 New Northside Drive, Atlanta, GA, 30328",33.90899,-84.43113000000001,863.2642755618934 km
DIAMOND FOODS INC,"600 Montgomery Street, 13th Floor, San Francisco, CA, 94111",37.80168,-122.45798,3930.4872428170183 km
NEUSTAR INC,"21575 Ridgetop Circle, Sterling, VA, 20166",39.02782,-77.40585,34.94635418295849 km
CAPELLA EDUCATION CO,"Capella Tower, 9th Floor, 225 South Sixth Street, Minneapolis, MN, 55402",44.97588,-93.26804,1502.0296547764144 km
FRANKLIN STREET PROPERTIES,"401 Edgewater Place, Suite 200, Wakefield, MA, 1880",42.523999999999994,-71.04129,647.0150110149909 km
RUTHS HOSPITALITY GROUP INC,"1030 West Canton Avenue, Suite 100, Winter Park, FL, 32789",28.60032,-81.3632,1209.9884951167367 km
CF INDUSTRIES HOLDINGS INC,"4 Parkway North, Suite 400, Deerfield, IL, 60015",42.16258,-87.88169,986.7620566885341 km
TREEHOUSE FOODS INC,"2021 Spring Road, Suite 600, Oak Brook, IL, 60523",41.8494,-87.94805,981.9003103464261 km
DISCOVERY COMMUNICATIONS INC,"One Discovery Place, Silver Spring, MD, 20910",38.99475,-77.028,10.816570014789193 km
IROBOT CORP,"8 Crosby Drive, Bedford, MA, 1730",42.50468,-71.24295,632.4760446970223 km
RESTAURANT BRANDS INTL INC,"874 Sinclair Road, Oakville, ON, L6K 2Y1",43.446909999999995,-79.69667,552.1878912678294 km
AMERISAFE INC,"2301 Highway 190 West, DeRidder, LA, 70634",30.846829999999997,-93.32006,1731.984665994854 km
HOME BANCSHARES INC,"719 Harkrider, Suite 100, Conway, AR, 72032",35.08968,-92.43735,1432.3489853822987 km
CYNOSURE INC,"5 Carlisle Road, Westford, MA, 1886",42.56407,-71.42312,624.8897494251088 km
KAPSTONE PAPER & PACKAGING,"1101 Skokie Boulevard, Suite 300, Northbrook, IL, 60062",42.131890000000006,-87.78656,978.2307903467218 km
AMERIPRISE FINANCIAL INC,"55 Ameriprise Financial Center, Minneapolis, MN, 55474",44.97677,-93.27190999999999,1502.3500810439546 km
CROCS INC,"7477 East Dry Creek Parkway, Niwot, CO, 80503",40.08938,-105.18073000000001,2414.3359055538963 km
UNDER ARMOUR INC,"1020 Hull Street, Baltimore, MD, 21230",39.27411,-76.59084,56.99197889874892 km
LEIDOS HOLDINGS INC,"11951 Freedom Drive, Reston, VA, 20190",38.95909,-77.35906999999999,28.603248605239887 km
WESTERN REFINING INC,"123 West Mills Avenue, Suite 200, El Paso, TX, 79901",31.758909999999997,-106.4893,2778.577794400067 km
VIACOM INC,"1515 Broadway, New York, NY, 10036",40.75757,-73.98618,333.0302020067185 km
LIVE NATION ENTERTAINMENT,"9348 Civic Center Drive, Beverly Hills, CA, 90210",34.0742,-118.39846999999999,3712.622056786253 km
CHIPOTLE MEXICAN GRILL INC,"1401 Wynkoop Street, Suite 500, Denver, CO, 80202",39.750840000000004,-105.00336999999999,2403.441993026486 km
FIDELITY NATIONAL INFO SVCS,"601 Riverside Avenue, Jacksonville, FL, 32204",30.318109999999997,-81.67475,1042.027679883057 km
LIQUIDITY SERVICES INC,"1920 L Street, NW, 6th Floor, Washington, DC, 20036",38.9037,-77.0096,2.612970815366201 km
KRATON PERFORMANCE POLYMERS,"15710 John F. Kennedy Boulevard, Suite 300, Houston, TX, 77032",29.94683,-95.33046999999999,1947.2117377216582 km
SYNCHRONOSS TECHNOLOGIES,"200 Crossing Boulevard, 8th Floor, Bridgewater, NJ, 8807",40.58316,-74.61233,279.7584474516929 km
POST HOLDINGS INC,"2503 South Hanley Road, St. Louis, MO, 63144",38.61645,-90.33487,1155.1252279889386 km
FACEBOOK INC,"1601 Willow Road, Menlo Park, CA, 94025",37.48215,-122.15021999999999,3914.437116135029 km
PHILLIPS 66,"3010 Briarpark Drive, Houston, TX, 77042",29.732129999999998,-95.55062,1978.376229583404 km
TUMI HOLDINGS INC,"1001 Durham Avenue, South Plainfield, NJ, 7080",40.54978,-74.41018000000001,290.5534716988077 km
FIVE BELOW INC,"1818 Market Street, Suite 2000, Philadelphia, PA, 19103",39.953070000000004,-75.17028,199.02184962396075 km
PGT INC,"1070 Technology Drive, North Venice, FL, 34275",27.14285,-82.40966,1396.1926284462302 km
COMMVAULT SYSTEMS INC,"1 CommVault Way, Tinton Falls, NJ, 7724",40.30079,-74.07949,298.08670969168674 km
DUNKIN' BRANDS GROUP INC,"130 Royall Street, Canton, MA, 2021",42.20732,-71.12999,620.6719575790324 km
SELECT MEDICAL HOLDINGS CORP,"4714 Gettysburg Road, PO Box 2034, Mechanicsburg, PA, 17055",40.21317,-76.96025,146.20974619087482 km
KBR INC,"601 Jefferson Street, Suite 3400, Houston, TX, 77002",29.75317,-95.37266,1963.0661058314124 km
LEGACY TEX FINANCIAL GRP INC,"5851 Legacy Circle, Plano, TX, 75024",33.08096,-96.82258,1892.4180550590806 km
EHEALTH INC,"440 East Middlefield Road, Mountain View, CA, 94043",37.39714,-122.05748999999999,3909.269768151364 km
INNOPHOS HOLDINGS INC,"259 Prospect Plains Road, Cranbury, NJ, 8512",40.33525,-74.4776,271.7170772717432 km
WYNDHAM WORLDWIDE CORP,"22 Sylvan Way, Parsippany, NJ, 7054",40.845890000000004,-74.43884,310.2386884682164 km
EVERCORE PARTNERS INC,"55 East 52nd Street, New York, NY, 10055",40.659859999999995,-73.92902,330.496647759294 km
SIRONA DENTAL SYSTEMS INC,"30-30 47th Avenue, Suite 500, Long Island City, NY, 11101",40.74309,-73.93741,335.3523191955332 km
ALLEGIANT TRAVEL CO,"1201 North Town Center Drive, Las Vegas, NV, 89144",36.18493,-115.31079,3370.9788872944337 km
WESTERN UNION CO,"12500 East Belford Avenue, Englewood, CO, 80112",39.54606,-104.84441,2392.665788665393 km
DOUGLAS EMMETT INC,"808 Wilshire Boulevard, Suite 200, Santa Monica, CA, 90401",34.02221,-118.49401,3722.9070838958746 km
HANESBRANDS INC,"1000 East Hanes Mill Road, Winston-Salem, NC, 27105",36.19399,-80.26210999999999,413.68937017688097 km
FIRST SOLAR INC,"350 West Washington Street, Suite 600, Tempe, AZ, 85281",33.438,-111.94476999999999,3178.4142452638134 km
IPG PHOTONICS CORP,"50 Old Webster Road, Oxford, MA, 1540",42.07994,-71.88208,561.9561833652494 km
EMERGENT BIOSOLUTIONS INC,"400 Professional Drive, Gaithersburg, MD, 20879",39.16088,-77.22999,33.58731760382801 km
SPECTRA ENERGY CORP,"5400 Westheimer Court, Houston, TX, 77056",29.74043,-95.4732,1971.768290944696 km
ORITANI FINANCIAL CORP,"370 Pascack Road, Township of Washington, NJ, 7676",40.98854,-74.06429,344.22399969457575 km
AEROVIRONMENT INC,"181 West Huntington Drive, Suite 202, Monrovia, CA, 91016",34.140840000000004,-118.00183999999999,3675.749575763829 km
TIME WARNER CABLE INC,"60 Columbus Circle, New York, NY, 10023",40.76885,-73.9833,333.98425343488714 km
SUPER MICRO COMPUTER INC,"980 Rock Avenue, San Jose, CA, 95131",37.38948,-121.90458999999998,3896.5403753490555 km
EMPLOYERS HOLDINGS INC,"10375 Professional Circle, Reno, NV, 89521",39.431090000000005,-119.7579,3657.289146657322 km
HFF INC,"One Oxford Centre, Suite 1100, 301 Grant Street, Pittsburgh, PA, 15219",40.43421,-80.04817,309.4697366382242 km
INTERACTIVE BROKERS GROUP,"One Pickwick Plaza, Greenwich, CT, 6830",41.0302,-73.62556,375.5861668947039 km
DOMTAR CORP,"395 de Maisonneuve Boulevard West, Montreal, QC, H3A 1L6",45.50615,-73.56997,787.7652410633777 km
BROADRIDGE FINANCIAL SOLUTNS,"5 Dakota Drive, Suite 300, Lake Success, NY, 11042",40.76194,-73.69071,353.4935323885851 km
MONOTYPE IMAGING HOLDINGS,"600 Unicorn Park Drive, Woburn, MA, 1801",42.486340000000006,-71.11654,639.5549315304532 km
CINEMARK HOLDINGS INC,"3900 Dallas Parkway, Suite 500, Plano, TX, 75093",33.05121,-96.82783,1894.2857673986373 km
TE CONNECTIVITY LTD,"Rheinstrasse 20, Schaffhausen, 8200",47.69403,8.63388,6660.069193222648 km
DISCOVER FINANCIAL SVCS INC,"2500 Lake Cook Road, Riverwoods, IL, 60015",42.15483,-87.88580999999999,986.8212333336259 km
SOLERA HOLDINGS INC,"7 Village Circle, Suite 100, Westlake, TX, 76262",32.97979,-97.16769000000001,1926.34208175443 km
COMSCORE INC,"11950 Democracy Drive, Suite 600, Reston, VA, 20190",38.95819,-77.35938,28.6058978889139 km
VIRTUSA CORP,"2000 West Park Drive, Westborough, MA, 1581",42.28053,-71.56863,596.0559575184619 km
MASIMO CORP,"52 Discovery, Irvine, CA, 92618",33.66288,-117.75688999999998,3673.3063095267235 km
REX ENERGY CORP,"366 Walker Drive, State College, PA, 16801",40.8167,-77.83166,223.61291924017794 km
PHARMERICA CORP,"1901 Campus Place, Louisville, KY, 40299",38.2141,-85.53409,744.1043701069746 km
DHI GROUP INC,"1040 Avenue of the Americas, New York, NY, 10018",40.75295,-73.98501999999999,332.7972976311154 km
MIMEDX GROUP INC,"1775 West Oak Commons Court, NE, Marietta, GA, 30062",33.98158,-84.52046999999999,864.0843007778324 km
TERADATA CORP,"10000 Innovation Drive, Dayton, OH, 45342",39.60229,-84.2334,625.7837159621652 km
CONSTANT CONTACT INC,"Reservoir Place, Third Floor, 1601 Trapelo Road, Waltham, MA, 2451",42.41727,-71.25846999999999,625.6078228851948 km
MSCI INC,"7 World Trade Center, 49th Floor, 250 Greenwich Street, New York, NY, 10007",41.49988,-74.1093,381.6593259678715 km
RETAIL OPPORTUNITY INVTS CP,"8905 Towne Centre Drive, Suite 108, San Diego, CA, 92122",32.867470000000004,-117.20613,3658.0474649970047 km
AMERICAN PUBLIC EDUCATION,"111 West Congress Street, Charles Town, WV, 25414",39.2878,-77.86006,83.21529228067823 km
ENSIGN GROUP INC,"27101 Puerta Real, Suite 450, Mission Viejo, CA, 92691",33.56843,-117.67128999999998,3669.6674705212113 km
LUMBER LIQUIDATORS HLDGS INC,"3000 John Deere Road, Toano, VA, 23168",37.411970000000004,-76.81062,166.11975551442487 km
UNITED INSURANCE HOLDINGS CO,"360 Central Avenue, Suite 900, St. Petersburg, FL, 33701",27.77076,-82.63779,1338.9204942763497 km
NORTHFIELD BANCORP INC,"581 Main Street, Woodbridge, NJ, 7095",40.54392,-74.30015,297.5351650142002 km
SYNERGY RESOURCES CORP,"1625 Broadway, Suite 300, Denver, CO, 80202",39.74257,-104.98801999999999,2402.243789446477 km
MEDASSETS INC,"100 North Point Center East, Suite 200, Alpharetta, GA, 30022",34.04486,-84.29921999999999,844.1282388664663 km
FORESTAR GROUP INC,"Building Two, Suite 500, 6300 Bee Cave Road, Austin, TX, 78746",30.295920000000002,-97.82866999999999,2125.5882963572662 km
ORION MARINE GROUP INC,"12000 Aerospace, Suite 300, Houston, TX, 77034",29.5999,-95.17315,1957.556684616164 km
VISA INC,"PO Box 8999, San Francisco, CA, 94128",37.622640000000004,-122.39582,3930.8156878076943 km
FABRINET,"190 Elgin Avenue, George Town, KY1-9005",19.292379999999998,-81.37776,2213.016637041316 km
PHILIP MORRIS INTERNATIONAL,"120 Park Avenue, New York, NY, 10017",40.75168,-73.97843,333.1552402792036 km
HILLENBRAND INC,"One Batesville Boulevard, Batesville, IN, 47006",39.290929999999996,-85.19579,706.7870970555484 km
LOGMEIN INC,"320 Summer Street, Boston, MA, 2210",42.34973,-71.04856,635.2048697956394 km
SOLARWINDS INC,"Building 400, 7171 Southwest Parkway, Austin, TX, 78735",30.251070000000002,-97.86293,2131.0319170971056 km
QUANEX BUILDING PRODUCTS,"1800 West Loop South, Suite 1500, Houston, TX, 77027",29.7489,-95.45709000000001,1969.9554369215955 km
INTREPID POTASH INC,"707 17th Street, Suite 4200, Denver, CO, 80202",39.74707,-104.99048,2402.3942473190896 km
RACKSPACE HOSTING INC,"1 Fanatical Place, City of Windcrest, San Antonio, TX, 78218",29.507270000000002,-98.3965,2219.172505110049 km
ECHO GLOBAL LOGISTICS INC,"600 West Chicago Avenue, Suite 725, Chicago, IL, 60654",41.89679,-87.64356,959.1250055829346 km
SCRIPPS NETWORKS INTERACTIVE,"9721 Sherrill Boulevard, Knoxville, TN, 37932",35.91548,-84.10896,707.7819303081574 km
INTERVAL LEISURE GROUP,"6262 Sunset Drive, Miami, FL, 33143",25.7035,-80.29463,1494.6382413444521 km
HSN INC,"1 HSN Drive, St. Petersburg, FL, 33729",27.88028,-82.66552,1328.6346556661058 km
ACTIVISION BLIZZARD INC,"3100 Ocean Park Boulevard, Santa Monica, CA, 90405",34.01954,-118.45245,3719.4183419546835 km
LENDINGTREE INC,"11115 Rushmore Drive, Charlotte, NC, 28277",35.06028,-80.8599,544.9583902759106 km
JOHN BEAN TECHNOLOGIES,"70 West Madison, Suite 4400, Chicago, IL, 60602",41.88232,-87.63006999999999,957.5893254721703 km
ROADRUNNER TRANS SVCS HLDGS,"4900 South Pennsylvania Avenue, Cudahy, WI, 53110",42.955009999999994,-87.87908,1017.1098456732379 km
CLOUD PEAK ENERGY INC,"505 South Gillette Avenue, Gillette, WY, 82716",44.289770000000004,-105.50353999999999,2434.2343934764135 km
MYR GROUP INC,"1701 Golf Road, Suite 3-1012, Rolling Meadows, IL, 60008",42.04997,-87.9994,992.2922569514324 km
VERISK ANALYTICS INC,"545 Washington Boulevard, Jersey City, NJ, 7310",40.727779999999996,-74.03541,327.7178173995827 km
MEAD JOHNSON NUTRITION CO,"2701 Patriot Boulevard, Fourth Floor, Glenview, IL, 60026",42.10431,-87.82219,980.0972826905264 km
ALLSCRIPTS HEALTHCARE SOLTNS,"222 Merchandise Mart Plaza, Suite 2024, Chicago, IL, 60654",41.888290000000005,-87.63524,958.1913362119445 km
GREEN PLAINS INC,"450 Regency Parkway, Suite 400, Omaha, NE, 68114",41.25479,-96.07472,1641.2778312492683 km
CLEARWATER PAPER CORP,"601 West Riverside Avenue, Suite 1100, Spokane, WA, 99201",47.657579999999996,-117.4216,3376.805905403216 km
MEDIDATA SOLUTIONS INC,"350 Hudson Street, 9th Floor, New York, NY, 10014",40.74085,-74.00513000000001,330.63202470749366 km
GOVERNMENT PPTYS INCOME TR,"400 Centre Street, Newton, MA, 02458-2076",42.35593,-71.18456,626.4805568743649 km
IRIDIUM COMMUNICATIONS INC,"1750 Tysons Boulevard, Suite 1400, McLean, VA, 22102",38.92367,-77.22291,16.234407812016638 km
CHESAPEAKE LODGING TRUST,"1997 Annapolis Exchange Parkway, Suite 410, Annapolis, MD, 21401",38.98771,-76.53846999999999,44.506432773751946 km
FINANCIAL ENGINES INC,"1050 Enterprise Way, 3rd Floor, Sunnyvale, CA, 94089",37.40452,-122.03596999999999,3907.209569711406 km
QUINSTREET INC,"950 Tower Lane, 6th Floor, Foster City, CA, 94404",37.55818,-122.27645,3922.7340656205433 km
GREEN DOT CORP,"3465 East Foothill Boulevard, Pasadena, CA, 91107",34.15018,-118.07843000000001,3682.010391433105 km
CBOE HOLDINGS INC,"400 South LaSalle Street, Chicago, IL, 60605",41.88002,-87.63231999999999,957.6946533558504 km
TANGOE INC,"35 Executive Boulevard, Orange, CT, 6477",41.2486,-73.00247,431.98676963541766 km
FIRST AMERICAN FINANCIAL CP,"1 First American Way, Santa Ana, CA, 92707",33.70199,-117.85995,3680.6712330059777 km
CORESITE REALTY CORP,"1050 17th Street, Suite 500, Denver, CO, 80202",39.74477,-104.98974,2402.361368391408 km
WALKER & DUNLOP INC,"7501 Wisconsin Avenue, Suite 1200E, Bethesda, MD, 20814",38.98532,-77.09396,10.844571610497706 km
SUMMIT HOTEL PROPERTIES INC,"12600 Hill Country Boulevard, Suite R-100, Austin, TX, 78738",30.308009999999996,-97.93754,2133.7346607131635 km
AMERICAN ASSETS TRUST INC,"11455 El Camino Real, Suite 200, San Diego, CA, 92130",32.92708,-117.23695,3658.232542440764 km
EXAMWORKS GROUP INC,"3280 Peachtree Road, NE, Suite 2625, Atlanta, GA, 30305",33.84458,-84.37075,863.9386681803601 km
SABRA HEALTH CARE REIT INC,"18500 Von Karman Avenue, Suite 550, Irvine, CA, 92612",33.67641,-117.8515,3680.9571736931916 km
SAGENT PHARMACEUTICALS INC,"1901 North Roselle Road, Suite 700, Schaumburg, IL, 60195",42.073840000000004,-88.07799,999.2881637703632 km
SUPERNUS PHARMACEUTICALS INC,"1550 East Gude Drive, Rockville, MD, 20850",39.09462,-77.13239,23.321147911003347 km
HUNTINGTON INGALLS IND INC,"4101 Washington Avenue, Newport News, VA, 23607",36.988240000000005,-76.43718,218.433253963801 km
SUNCOKE ENERGY INC,"1011 Warrenville Road, Suite 600, Lisle, IL, 60532",41.80705,-88.07415999999999,990.7218852289346 km
MARATHON PETROLEUM CORP,"539 South Main Street, Findlay, OH, 45840",41.03607,-83.64973,612.4760370626396 km
FRANCESCAS HOLDINGS CORP,"8760 Clay Road, Houston, TX, 77080",29.83515,-95.51041,1968.5505578220327 km
WAGEWORKS INC,"1100 Park Place, 4th Floor, San Mateo, CA, 94403",37.68701,-122.40207,3929.327390034691 km
WPX ENERGY INC,"3500 One Williams Center, Tulsa, OK, 74172",36.15508,-95.99107,1699.4661402692595 km
AMC NETWORKS INC,"11 Penn Plaza, New York, NY, 10001",40.74924,-73.99127,332.1277767428876 km
BONANZA CREEK ENERGY INC,"410 17th Street, Suite 1400, Denver, CO, 80202",39.74393,-104.98908,2402.316194037562 km
ERA GROUP INC,"818 Town & Country Boulevard, Suite 200, Houston, TX, 77024",29.781679999999998,-95.5603,1975.9247639930675 km
FORTUNE BRANDS HOME & SECUR,"520 Lake Cook Road, Deerfield, IL, 60015",42.15667,-87.84277,983.4999338072654 km
XYLEM INC,"1 International Drive, Rye Brook, NY, 10573",41.05141,-73.68796999999999,372.93486315456107 km
ENOVA INTERNATIONAL INC,"200 West Jackson Boulevard, Suite 2400, Chicago, IL, 60606",41.87843,-87.63409,957.7845883079691 km
LUMOS NETWORKS CORP,"One Lumos Plaza, Waynesboro, VA, 22980",38.06937,-78.89024,185.87748295699663 km
MARRIOTT VACATIONS WORLDWIDE,"6649 Westwood Boulevard, Orlando, FL, 32821",28.41625,-81.47187,1232.691880879714 km
TALMER BANCORP INC,"2301 West Big Beaver Road, Suite 525, Troy, MI, 48084",42.56027,-83.17849,658.8253382379295 km
MICHAEL KORS HOLDINGS LTD,"33 Kingsway, London, WC2B 6UF",51.514140000000005,-0.11828,5914.141138288478 km
TRIPADVISOR INC,"400 1st Avenue, Needham, MA, 2494",42.29802,-71.21966,620.377287051803 km
TRI POINTE GROUP INC,"19540 Jamboree Road, Suite 300, Irvine, CA, 92612",33.65895,-117.86041000000002,3682.423767345894 km
CBRE GROUP INC,"400 South Hope Street, 25th Floor, Los Angeles, CA, 90071",34.05145,-118.25355,3700.9781865949767 km
WELLCARE HEALTH PLANS INC,"8725 Henderson Road, Renaissance One, Tampa, FL, 33634",28.034309999999998,-82.54879,1308.5342350917967 km
BLACKBAUD INC,"2000 Daniel Island Drive, Charleston, SC, 29492",32.869170000000004,-79.92036999999999,717.6173934412012 km
NUVASIVE INC,"7475 Lusk Boulevard, San Diego, CA, 92121",32.900090000000006,-117.21628999999999,3657.5663741829285 km
ANGIODYNAMICS INC,"14 Plaza Drive, Latham, NY, 12110",42.76831,-73.76024,511.00431812352855 km
BLUE NILE INC,"411 First Avenue South, Suite 700, Seattle, WA, 98104",47.598659999999995,-122.33461000000001,3746.0251873728193 km
GREENHILL & CO INC,"300 Park Avenue, New York, NY, 10022",40.75703,-73.97471999999999,333.7639518597978 km
CARDTRONICS INC,"3250 Briarpark Drive, Suite 400, Houston, TX, 77042",29.73135,-95.5506,1978.4252924433763 km
MOMENTA PHARMACEUTICALS INC,"675 West Kendall Street, Cambridge, MA, 2142",42.36468,-71.08236,633.8900253264869 km
CABELAS INC,"One Cabela Drive, Sidney, NE, 69160",41.11569,-102.95567,2218.3297162833624 km
KITE REALTY GROUP TRUST,"30 South Meridian Street, Suite 1100, Indianapolis, IN, 46204",39.7661,-86.1585,791.8447846091486 km
FUTUREFUEL CORP,"8235 Forsyth Boulevard, 4th Floor, Clayton, MO, 63105",38.651509999999995,-90.34306,1155.453806446051 km
LYONDELLBASELL INDUSTRIES NV,"Delftseplein 27E, Rotterdam, 3013 AA",51.92511,4.47319,6197.146538136902 km
ALLEGION PLC,"Block D, Iveagh Court, Harcourt Road, Dublin, 1",28.609720000000003,77.1051,12065.768666336628 km
