CONAME,address,lat,lon,distance
STANDEX INTERNATIONAL CORP,"11 Keewaydin Drive, Salem, NH, 3079",42.77348,-71.24434000000001,650.9368214396812 km
STANLEY BLACK & DECKER INC,"1000 Stanley Drive, New Britain, CT, 6053",41.69304,-72.80683,475.08775518723075 km
STATE STREET CORP,"State Street Financial Center, One Lincoln Street, Boston, MA, 2111",42.35926,-71.05436,635.4240702961777 km
STEPAN CO,"22 West Frontage Road, Northfield, IL, 60093",42.090759999999996,-87.76162,974.8663462124202 km
STEWART INFORMATION SERVICES,"1980 Post Oak Boulevard, Suite 800, Houston, TX, 77056",29.746229999999997,-95.46181,1970.4988153942866 km
PUBLIC STORAGE,"701 Western Avenue, Glendale, CA, 91201",34.1664,-118.29543999999999,3700.1427524943974 km
STRYKER CORP,"2825 Airview Boulevard, Kalamazoo, MI, 49002",42.24284,-85.55516999999999,810.6723890690704 km
NAVIENT CORP,"123 Justison Street, Wilmington, DE, 19801",39.73851,-75.55898,158.1044953619764 km
STURM RUGER & CO INC,"Lacey Place, Southport, CT, 6890",41.14011,-73.27611,406.34722197663814 km
SUNTRUST BANKS INC,"303 Peachtree Street, N.E., Atlanta, GA, 30308",33.7749,-84.38461,870.1256796115748 km
SUPERVALU INC,"11840 Valley View Road, Eden Prairie, MN, 55344",44.87214,-93.42585,1509.614018012777 km
SUPERIOR INDUSTRIES INTL,"24800 Denso Drive, Suite 225, Southfield, MI, 48033",42.47818,-83.2897,660.9749994315586 km
SYSCO CORP,"1390 Enclave Parkway, Houston, TX, 77077",29.7658,-95.62037,1981.6695175124476 km
TECO ENERGY INC,"TECO Plaza, 702 North Franklin Street, Tampa, FL, 33602",27.95015,-82.4595,1314.0288326498585 km
ALLEGHENY TECHNOLOGIES INC,"1000 Six PPG Place, Pittsburgh, PA, 15222",40.44011,-80.00332,306.62317625378364 km
TELEFLEX INC,"550 East Swedesford Road, Suite 400, Wayne, PA, 19087",40.07808,-75.41805,191.34121713612248 km
TELEPHONE & DATA SYSTEMS INC,"Empire State Building, 21st Floor, 350 Fifth Avenue, New York, NY, 10118",42.10541,-76.24707,362.46125801335137 km
TENNANT CO,"701 North Lilac Drive, Minneapolis, MN, 55422",44.987559999999995,-93.35166,1508.652605977224 km
TERADYNE INC,"600 Riverpark Drive, North Reading, MA, 1864",42.55605,-71.13502,642.9881349408614 km
TESORO CORP,"19100 Ridgewood Parkway, San Antonio, TX, 78259-1828",29.61665,-98.46005,2217.6151803807797 km
TEXAS INSTRUMENTS INC,"12500 TI Boulevard, Dallas, TX, 75243",32.91944,-96.7514,1894.2310819771399 km
TEXTRON INC,"40 Westminster Street, Providence, RI, 2903",41.82492,-71.40923000000001,577.9935387921016 km
THERMO FISHER SCIENTIFIC INC,"81 Wyman Street, Waltham, MA, 2451",42.39985,-71.25809,624.4775986760183 km
THOR INDUSTRIES INC,"601 East Beardsley Avenue, Elkhart, IN, 46514",41.69273,-85.96895,819.7567534443756 km
TIDEWATER INC,"Pan American Life Center, 601 Poydras Street, Suite 1500, New Orleans, LA, 70130",29.94988,-90.06987,1552.769211593922 km
TIMKEN CO,"4500 Mount Pleasant St. N.W., North Canton, OH, 44720",40.90675,-81.43321999999999,436.9353057884288 km
TOOTSIE ROLL INDUSTRIES INC,"7401 South Cicero Avenue, Chicago, IL, 60629",41.75828,-87.74115,962.5993299080222 km
TORCHMARK CORP,"3700 South Stonebridge Drive, McKinney, TX, 75070",33.17009,-96.72610999999999,1880.0406420062507 km
TORO CO,"8111 Lyndale Avenue South, Bloomington, MN, 55420",44.85617,-93.28582,1498.6238408124275 km
TOTAL SYSTEM SERVICES INC,"One TSYS Way, Columbus, GA, 31901",32.475770000000004,-84.99293,1012.1487326067902 km
TRINITY INDUSTRIES,"2525 North Stemmons Freeway, Dallas, TX, 75207",32.80537,-96.84021,1907.276543213099 km
TYCO INTERNATIONAL PLC,"Building 1000, Unit 1202, City Gate, Mahon",51.885529999999996,-8.40241,5351.8136004622565 km
TYLER TECHNOLOGIES INC,"5101 Tennyson Parkway, Plano, TX, 75024",33.06575,-96.80245,1891.4512024675303 km
TYSON FOODS INC  -CL A,"2200 Don Tyson Parkway, Springdale, AR, 72762",36.15401,-94.15459,1540.846543049044 km
UNITED CONTINENTAL HLDGS INC,"233 South Wacker Drive, Chicago, IL, 60606",41.87891,-87.63549,957.9112197492047 km
UGI CORP,"460 North Gulph Road, King Of Prussia, PA, 19406",40.08845,-75.40661999999999,192.83863266696605 km
UNIFI INC,"7201 West Friendly Avenue, Greensboro, NC, 27419",36.08742,-79.92268,402.84910392350616 km
UNIFIRST CORP,"68 Jonspin Road, Wilmington, MA, 1887",42.59737,-71.14831,644.9094194052977 km
AMEREN CORP,"1901 Chouteau Avenue, St. Louis, MO, 63103",38.62083,-90.21149,1144.3848575873785 km
UNION PACIFIC CORP,"1400 Douglas Street, Omaha, NE, 68179",41.25915,-95.93536999999999,1629.6401177377481 km
UNIT CORP,"7130 South Lewis, Suite 1000, Tulsa, OK, 74136",36.059259999999995,-95.96004,1699.7463013912482 km
UDR INC,"1745 Shea Center Drive, Suite 200, Highlands Ranch, CO, 80129",39.55454,-105.00912,2406.5915732175067 km
UNITEDHEALTH GROUP INC,"UnitedHealth Group Center, 9900 Bren Road East, Minnetonka, MN, 55343",44.89756,-93.40319000000001,1508.9214830633491 km
UMB FINANCIAL CORP,"1010 Grand Boulevard, Kansas City, MO, 64106",39.10177,-94.58161,1517.4870585122292 km
UNITED PARCEL SERVICE INC,"55 Glenlake Parkway, NE, Atlanta, GA, 30328",33.94312,-84.35993,855.8396999176865 km
ESSENDANT INC,"One Parkway North Boulevard, Suite 100, Deerfield, IL, 60015",42.16585,-87.87933000000001,986.6885077283468 km
UNITED TECHNOLOGIES CORP,"10 Farm Springs Road, Farmington, CT, 6032",41.71257,-72.80445,476.62010400813915 km
SCIENTIFIC GAMES CORP,"6650 South El Camino Road, Las Vegas, NV, 89118",36.04385,-115.23002,3368.585611689692 km
SENSIENT TECHNOLOGIES CORP,"777 East Wisconsin Avenue, Milwaukee, WI, 53202",43.03888,-87.90213,1022.45934858462 km
UNIVERSAL CORP/VA,"Stony Point II Building, 9201 Forest Hill Avenue, Richmond, VA, 23235",37.54098,-77.56499000000001,157.48715790586732 km
UNIVERSAL HEALTH SVCS INC,"Universal Corporate Center, 367 South Gulph Road, PO Box 615, King Of Prussia, PA, 19406",40.07841,-75.37031,194.3781587433207 km
VF CORP,"105 Corporate Center Boulevard, Greensboro, NC, 27408",36.1215,-79.79933,393.0332479980258 km
VALMONT INDUSTRIES INC,"One Valmont Plaza, Omaha, NE, 68154",41.264959999999995,-96.13201,1646.1300506783793 km
VALSPAR CORP,"1101 South 3rd Street, Minneapolis, MN, 55415",44.973659999999995,-93.25355,1500.8742637923117 km
VARIAN MEDICAL SYSTEMS INC,"3100 Hansen Way, Palo Alto, CA, 94304",37.41637,-122.14308,3915.918201387647 km
VEECO INSTRUMENTS INC,"1 Terminal Drive, Plainview, NY, 11803",40.79202,-73.46644,371.0495073887811 km
VISHAY INTERTECHNOLOGY INC,"63 Lancaster Avenue, Malvern, PA, 19355",40.04433,-75.52741,181.98088631552056 km
VORNADO REALTY TRUST,"888 Seventh Avenue, New York, NY, 10019",40.765390000000004,-73.98082,333.9169411264782 km
VULCAN MATERIALS CO,"1200 Urban Center Drive, Birmingham, AL, 35242",33.48198,-86.70237,1055.734373057201 km
WD-40 CO,"1061 Cudahy Place, San Diego, CA, 92110",32.76683,-117.20034,3661.764218676638 km
WAL-MART STORES INC,"702 SW 8th Street, Bentonville, AR, 72716",36.36573,-94.21757,1539.763695546615 km
WALGREENS BOOTS ALLIANCE INC,"108 Wilmot Road, Deerfield, IL, 60015",42.1555,-87.86885,985.5102966657035 km
WGL HOLDINGS INC,"101 Constitution Avenue N.W., Washington, DC, 20080",38.893029999999996,-77.01305,2.2857984648702048 km
GRAHAM HOLDINGS CO,"1300 North 17th Street, 17th Floor, Arlington, VA, 22209",38.89356,-77.07244,2.960933939291324 km
AVISTA CORP,"1411 East Mission Avenue, Spokane, WA, 99202",47.67184,-117.38913000000001,3374.4152509463524 km
WATSCO INC,"2665 South Bayshore Drive, Suite 901, Coconut Grove, Miami, FL, 33133",25.73116,-80.23671999999999,1490.5298454171282 km
WAUSAU PAPER CORP,"100 Paper Place, Mosinee, WI, 54455",44.843109999999996,-89.54262,1228.1820438506309 km
WEINGARTEN REALTY INVST,"2600 Citadel Plaza Drive, Suite 125, Houston, TX, 77008",29.81017,-95.43557,1964.2919085666515 km
WEST PHARMACEUTICAL SVSC INC,"530 Herman O. West Drive, Exton, PA, 19341",40.06151,-75.6807,174.2029807509151 km
WESTERN DIGITAL CORP,"3355 Michelson Drive, Suite 100, Irvine, CA, 92612",33.67064,-117.8385,3680.061618266097 km
WEYERHAEUSER CO,"33663 Weyerhaeuser Way South, Federal Way, WA, 98063",47.296690000000005,-122.30041000000001,3744.764790903839 km
WHIRLPOOL CORP,"2000 North M-63, Benton Harbor, MI, 49022-2692",42.15056,-86.44445999999999,874.3946646185831 km
WILEY (JOHN) & SONS  -CL A,"111 River Street, Hoboken, NJ, 7030",40.73738,-74.02831,328.84165634012265 km
WILLIAMS COS INC,"One Williams Center, Tulsa, OK, 74172",36.15502,-95.99133,1699.4904656128824 km
WILLIAMS-SONOMA INC,"3250 Van Ness Avenue, San Francisco, CA, 94109",37.8059,-122.42473999999999,3927.545570160801 km
WINNEBAGO INDUSTRIES,"605 West Crystal Lake Road, Forest City, IA, 50436",43.2467,-93.64392,1473.7275054078236 km
WEC ENERGY GROUP INC,"231 West Michigan Street, Milwaukee, WI, 53203",43.037009999999995,-87.91382,1023.2547218531988 km
ALLIANT ENERGY CORP,"4902 North Biltmore Lane, Suite 1000, Madison, WI, 53718",43.15116,-89.29706,1132.5616097038119 km
WOLVERINE WORLD WIDE,"9341 Courtland Drive NE, Rockford, MI, 49351",43.135020000000004,-85.54413000000001,855.6332490480725 km
WOODWARD INC,"1000 East Drake Road, Fort Collins, CO, 80525",40.5544,-105.06043999999999,2399.312938949313 km
FOOT LOCKER INC,"112 West 34th Street, New York, NY, 10120",40.749790000000004,-73.98903,332.315333511252 km
WORTHINGTON INDUSTRIES,"200 Old Wilson Bridge Road, Columbus, OH, 43085",40.110040000000005,-83.02342,531.9244651990863 km
XEROX CORP,"45 Glover Avenue, PO Box 4505, Norwalk, CT, 6856",41.1445,-73.4295,396.38285883633864 km
TJX COMPANIES INC,"770 Cochituate Road, Framingham, MA, 1701",42.30874,-71.38258,610.2115128570158 km
ZIONS BANCORPORATION,"One South Main Street, 15th Floor, Salt Lake City, UT, 84133",40.76893,-111.88994,2970.912015951126 km
OSHKOSH CORP,"PO Box 2566, Oshkosh, WI, 54903",44.01531,-88.53664,1114.6912509468868 km
ALEXANDER & BALDWIN INC,"822 Bishop Street, Post Office Box 3440, Honolulu, HI, 96801",21.30798,-157.86266,7784.198061229223 km
STIFEL FINANCIAL CORP,"501 North Broadway, St. Louis, MO, 63102-2188",38.62979,-90.1887,1142.3121499279102 km
DREW INDUSTRIES INC,"3501 County Road 6 East, Elkhart, IN, 46514",41.72435,-85.97316,821.2541987616817 km
HENRY (JACK) & ASSOCIATES,"663 West Highway 60, PO Box 807, Monett, MO, 65708",36.91577,-93.94861,1501.066053650618 km
ASSOCIATED BANC-CORP,"433 Main Street, Green Bay, WI, 54301",44.51777,-88.00935,1104.5115877173243 km
BB&T CORP,"200 West Second Street, Winston-Salem, NC, 27101",36.095890000000004,-80.24518,420.76469235384195 km
VALLEY NATIONAL BANCORP,"1455 Valley Road, Wayne, NJ, 7470",40.96378,-74.22625,332.2650004037699 km
FIRST MIDWEST BANCORP INC,"One Pierce Place, Suite 1500, Itasca, IL, 60143",41.987759999999994,-88.01398,991.4502806995307 km
ANADARKO PETROLEUM CORP,"1201 Lake Robbins Drive, The Woodlands, TX, 77380-1046",30.16057,-95.45399,1943.2892161362117 km
NOBLE CORP PLC,"Devonshire House, 1 Mayfair Place, London, W1J 8AJ",51.50761,-0.14259000000000002,5912.770942974952 km
TUESDAY MORNING CORP,"6250 LBJ Freeway, Dallas, TX, 75240",32.92476,-96.79564,1897.6894372957988 km
EMC CORP/MA,"176 South Street, Hopkinton, MA, 1748",42.19608,-71.54088,592.269725686213 km
BIG LOTS INC,"300 Phillipi Road, PO Box 28512, Columbus, OH, 43228",39.959179999999996,-83.10939,535.6973267258428 km
MORGAN STANLEY,"1585 Broadway, New York, NY, 10036",40.760059999999996,-73.98565,333.2335269262689 km
PRICE (T. ROWE) GROUP,"100 East Pratt Street, Baltimore, MD, 21202",39.28674,-76.61267,56.78196230912854 km
NATIONAL RETAIL PROPERTIES,"450 South Orange Avenue, Suite 900, Orlando, FL, 32801",28.537390000000002,-81.37893000000001,1217.0955067872883 km
MICROSOFT CORP,"One Microsoft Way, Redmond, WA, 98052",47.640159999999995,-122.1245,3730.0843616179077 km
ORACLE CORP,"500 Oracle Parkway, Redwood City, CA, 94065",37.53075,-122.26241,3922.40980115329 km
TECH DATA CORP,"5350 Tech Data Drive, Clearwater, FL, 33760",27.9172,-82.70612,1326.3189115027444 km
REPLIGEN CORP,"Building 1, Suite 100, 41 Seyon Street, Waltham, MA, 2453",-30.660420000000002,152.98187,15413.761902992046 km
CYPRESS SEMICONDUCTOR CORP,"198 Champion Court, San Jose, CA, 95134",37.41029,-121.95048,3899.773786568699 km
LINEAR TECHNOLOGY CORP,"1630 McCarthy Boulevard, Milpitas, CA, 95035",37.40688,-121.91696999999999,3897.038836622941 km
ASTEC INDUSTRIES INC,"1725 Shepherd Road, Chattanooga, TN, 37421",35.038779999999996,-85.1905,842.3039738390395 km
WERNER ENTERPRISES INC,"14507 Frontier Road, Post Office Box 45308, Omaha, NE, 68145",41.158640000000005,-96.14124,1646.3473728651084 km
AMERICAN WOODMARK CORP,"3102 Shawnee Drive, Winchester, VA, 22601",39.13474,-78.18146999999999,102.40845234326625 km
HARLEY-DAVIDSON INC,"3700 West Juneau Avenue, Milwaukee, WI, 53208",43.045609999999996,-87.96179000000001,1027.2263932478875 km
SKYWEST INC,"444 South River Road, St. George, UT, 84790",37.0996,-113.55616,3192.278750516774 km
TOLL BROTHERS INC,"250 Gibraltar Road, Horsham, PA, 19044",40.17548,-75.13656,216.47867457092627 km
FREDS INC,"4300 New Getwell Road, Memphis, TN, 38118",35.04981,-89.93370999999999,1223.6641466314902 km
ENGILITY HOLDINGS INC,"3750 Centerview Drive, Chantilly, VA, 20151",38.90121,-77.42931999999999,33.88648951878538 km
MERIDIAN BIOSCIENCE INC,"3471 River Hills Drive, Cincinnati, OH, 45244",39.12402,-84.35628,634.1232238849575 km
GARTNER INC,"56 Top Gallant Road, PO Box 10212, Stamford, CT, 6902",41.03127,-73.54878000000001,380.77094264460635 km
WATTS WATER TECHNOLOGIES INC,"815 Chestnut Street, North Andover, MA, 1845",42.65637,-71.10474,651.7461747578524 km
NVR INC,"Plaza America Tower I, Suite 500, 11700 Plaza America Drive, Reston, VA, 20190",38.9524,-77.34992,27.662020189508805 km
WORLD FUEL SERVICES CORP,"9800 Northwest 41st Street, Suite 400, Miami, FL, 33178",25.81074,-80.35489,1484.1483122133936 km
CABLEVISION SYS CORP  -CL A,"1111 Stewart Avenue, Bethpage, NY, 11714",40.76119,-73.49435,367.20170269173013 km
ADOBE SYSTEMS INC,"345 Park Avenue, San Jose, CA, 95110",37.33064,-121.89433000000001,3897.541531071823 km
HARTE HANKS INC,"9601 McAllister Freeway, Suite 610, San Antonio, TX, 78216",29.527859999999997,-98.48553000000001,2225.099380464986 km
M/I HOMES INC,"3 Easton Oval, Suite 500, Columbus, OH, 43219",40.04651,-82.9053,520.5595836989712 km
MARTEN TRANSPORT LTD,"129 Marten Street, Mondovi, WI, 54755",44.56787,-91.6557,1366.6804310149105 km
FISERV INC,"255 Fiserv Drive, Brookfield, WI, 53045",43.033590000000004,-88.14058,1040.1521230195804 km
KB HOME,"10990 Wilshire Boulevard, Los Angeles, CA, 90024",34.05735,-118.44708,3717.479916671693 km
UNUM GROUP,"1 Fountain Square, Chattanooga, TN, 37402",35.05028,-85.30694,850.5488339634234 km
COCA-COLA ENTERPRISES INC,"2500 Windy Ridge Parkway, Atlanta, GA, 30339",33.89575,-84.46288,866.4294719822095 km
HARMAN INTERNATIONAL INDS,"400 Atlantic Street, Suite 1500, Stamford, CT, 6901",41.05038,-73.53891999999999,382.71900959677265 km
CORELOGIC INC,"40 Pacifica, Suite 900, Irvine, CA, 92618",33.6507,-117.75163,3673.336183111671 km
J & J SNACK FOODS CORP,"6000 Central Highway, Pennsauken, NJ, 8109",39.931340000000006,-75.06957,204.75375194670931 km
HEARTLAND EXPRESS INC,"901 North Kansas Avenue, North Liberty, IA, 52317",41.75778,-91.63959,1279.0789973334072 km
CERNER CORP,"2800 Rockcreek Parkway, North Kansas City, MO, 64117",39.15027,-94.54392,1513.8072750718034 km
TWENTY-FIRST CENTURY FOX INC,"1211 Avenue of the Americas, New York, NY, 10036",40.75869,-73.98239000000001,333.3601147721604 km
PLEXUS CORP,"One Plexus Way, PO Box 156, Neenah, WI, 54957",44.188309999999994,-88.46459,1118.356329250969 km
AIRGAS INC,"259 North Radnor-Chester Road, Suite 100, Radnor, PA, 19087",40.04167,-75.36019,192.3322555323749 km
JOY GLOBAL INC,"100 East Wisconsin Avenue, Suite 2780, Milwaukee, WI, 53202",43.038740000000004,-87.90951,1023.0066567665821 km
CASH AMERICA INTL INC,"1600 West 7th Street, Fort Worth, TX, 76102",32.75143,-97.34416,1952.2634679279013 km
SYNOVUS FINANCIAL CORP,"1111 Bay Avenue, Suite 500, Columbus, GA, 31901",32.46748,-84.99563,1012.9940263758946 km
JACK IN THE BOX INC,"9330 Balboa Avenue, San Diego, CA, 92123",32.82323,-117.12876000000001,3653.190922621192 km
HCP INC,"1920 Main Street, Suite 1200, Irvine, CA, 92614",33.68407,-117.85253999999999,3680.7423791858146 km
CAPSTEAD MORTGAGE CORP,,22.99162,120.18503,12923.488520190589 km
CEDAR REALTY TRUST INC,"44 South Bayles Avenue, Port Washington, NY, 11050",40.82767,-73.68647,357.9954096058287 km
SANDERSON FARMS INC,"127 Flynt Road, Laurel, MS, 39443",31.71722,-89.15745,1357.8878692188873 km
PROGRESSIVE CORP-OHIO,"6300 Wilson Mills Road, Mayfield Village, OH, 44143",41.5421,-81.42551999999999,474.9138859038447 km
RLI CORP,"9025 North Lindbergh Drive, Peoria, IL, 61615",40.79735,-89.61106,1095.441988548195 km
VOXX INTERNATIONAL CORP,"180 Marcus Boulevard, Hauppauge, NY, 11788",40.81564,-73.24861,387.9332437080115 km
GENERAL COMMUNICATION  -CL A,"2550 Denali Street, Suite 1000, Anchorage, AK, 99503",61.19716,-149.87687,5420.937201539992 km
CALGON CARBON CORP,"3000 GSK Drive, Moon Township, Pittsburgh, PA, 15108",40.45981,-80.17609,320.1714338261383 km
CADENCE DESIGN SYSTEMS INC,"2655 Seely Avenue, Building 5, San Jose, CA, 95134",37.39564,-121.91865,3897.537912211565 km
LEVEL 3 COMMUNICATIONS INC,"1025 Eldorado Boulevard, Broomfield, CO, 80021",39.920609999999996,-105.14428000000001,2413.264060513631 km
EBIX INC,"1 Ebix Way, Johns Creek, GA, 30097",34.06548,-84.17436,834.0198597874776 km
CARNIVAL CORP/PLC (USA),"3655 NW 87th Avenue, Miami, 33178",25.80695,-80.3361,1484.1928258119062 km
DUKE REALTY CORP,"600 East 96th Street, Suite 100, Indianapolis, IN, 46240",39.929140000000004,-86.14726,792.3812486051949 km
WHITEWAVE FOODS CO,"1225 Seventeenth Street, Suite 1000, Denver, CO, 80202",39.74928,-104.99623999999999,2402.8555726491904 km
CELGENE CORP,"86 Morris Avenue, Summit, NJ, 7901",40.70896,-74.34434,306.05361337370766 km
ABIOMED INC,"22 Cherry Hill Drive, Danvers, MA, 1923",42.57712,-70.91745,658.7038266752947 km
CONMED CORP,"525 French Road, Utica, NY, 13502",43.08741,-75.28226,488.1621905121952 km
TIFFANY & CO,"727 Fifth Avenue, New York, NY, 10022",40.762679999999996,-73.97395999999999,334.1948487728591 km
DENTSPLY INTERNATL INC,"221 West Philadelphia Street, PO Box 2558, York, PA, 17405",39.96237,-76.73371999999999,121.08779994830951 km
CBS CORP,"51 West 52nd Street, New York, NY, 10019",40.76123,-73.97874,333.7762213767197 km
ZOETIS INC,"100 Campus Drive, Florham Park, NJ, 7932",40.78159,-74.4281,306.0503149532803 km
AIR METHODS CORP,"7301 South Peoria, Englewood, CO, 80112",39.583870000000005,-104.84741,2392.397904778116 km
ALMOST FAMILY INC,"9510 Ormsby Station Road, Suite 300, Louisville, KY, 40223",38.2622,-85.57676,747.0320925401367 km
FAIR ISAAC CORP,"181 Metro Drive, Suite 700, San Jose, CA, 95110",37.36861,-121.91866,3898.397463746626 km
CAMBREX CORP,"One Meadowlands Plaza, East Rutherford, NJ, 7073",40.80622,-74.07703000000001,330.33439515151014 km
SCHWAB (CHARLES) CORP,"211 Main Street, San Francisco, CA, 94105",37.7906,-122.39278,3925.3167690426694 km
CLEAN HARBORS INC,"42 Longwater Drive, PO Box 9149, Norwell, MA, 2061",42.16053,-70.88375,634.7541785933583 km
ALBANY INTL CORP  -CL A,"216 Airport Drive, Rochester, NH, 3867",43.287620000000004,-70.93011,707.4999614846645 km
LANDAUER INC,"2 Science Road, Glenwood, IL, 60425",41.54289,-87.62608,947.0929572795662 km
FULTON FINANCIAL CORP,"One Penn Square, PO Box 4887, Lancaster, PA, 17604",,,
BANCORPSOUTH INC,"One Mississippi Plaza, 201 South Spring Street, Tupelo, MS, 38804",34.25609,-88.70434,1162.9823745476856 km
FASTENAL CO,"2001 Theurer Boulevard, Winona, MN, 55987",44.063140000000004,-91.68765,1348.7352181906226 km
WESTAMERICA BANCORPORATION,"1108 Fifth Avenue, San Rafael, CA, 94901",37.97444,-122.52898,3931.16499936876 km
MAXIM INTEGRATED PRODUCTS,"160 Rio Robles, San Jose, CA, 95134",37.40548,-121.9498,3899.868667933719 km
AMPHENOL CORP,"358 Hall Avenue, PO Box 5030, Wallingford, CT, 6492",41.46014,-72.83332,457.336803023485 km
AKORN INC,"1925 West Field Court, Suite 300, Lake Forest, IL, 60045",42.244859999999996,-87.89367,990.5536582623408 km
INTER PARFUMS INC,"551 Fifth Avenue, New York, NY, 10176",42.10605,-76.2484,362.51022430663636 km
POLARIS INDUSTRIES INC,"2100 Highway 55, Medina, MN, 55340",45.056309999999996,-93.57619,1527.9099270945242 km
PIONEER NATURAL RESOURCES CO,"5205 North O'Connor Boulevard, Suite 200, Irving, TX, 75039",32.870709999999995,-96.94055999999999,1912.5031474121795 km
MANPOWERGROUP,"100 Manpower Place, Milwaukee, WI, 53212",43.04934,-87.91235999999999,1023.6816374785634 km
SOTHEBY'S,"1334 York Avenue, New York, NY, 10021",40.7663,-73.95349,335.81427469757415 km
ADT CORP,"1501 Yamato Road, Boca Raton, FL, 33431",26.395159999999997,-80.11813000000001,1416.0488570834884 km
WASTE MANAGEMENT INC,"1001 Fannin Street, Houston, TX, 77002",29.755940000000002,-95.36381,1962.1930574566159 km
EW SCRIPPS  -CL A,"312 Walnut Street, Cincinnati, OH, 45202",39.0991,-84.51033000000001,647.4569964850913 km
II-VI INC,"375 Saxonburg Boulevard, Saxonburg, PA, 16056",40.73348,-79.82024,313.4470866106637 km
FREEPORT-MCMORAN INC,"333 North Central Avenue, Phoenix, AZ, 85004-2189",33.45167,-112.07342,3189.029101616327 km
OFFICE DEPOT INC,"6600 North Military Trail, Boca Raton, FL, 33496",26.404259999999997,-80.12034,1415.1009983750955 km
MERITAGE HOMES CORP,"8800 East Raintree Drive, Suite 300, Scottsdale, AZ, 85260",33.619479999999996,-111.88967,3166.4371958555707 km
BERKLEY (W R) CORP,"475 Steamboat Road, Greenwich, CT, 6830",41.018609999999995,-73.62314,374.956484304998 km
CINCINNATI FINANCIAL CORP,"6200 South Gilmore Road, Fairfield, OH, 45014",39.30773,-84.52020999999999,648.569153914306 km
OLD REPUBLIC INTL CORP,"307 North Michigan Avenue, Chicago, IL, 60601",41.8875,-87.62431,957.2974630820125 km
3D SYSTEMS CORP,"333 Three D Systems Circle, Rock Hill, SC, 29730",34.949709999999996,-80.94943,559.6668575293071 km
DEVON ENERGY CORP,"333 West Sheridan Avenue, Oklahoma City, OK, 73102",35.46728,-97.51843000000001,1853.7755159854269 km
LINDSAY CORP,"2222 North 111th Street, Omaha, NE, 68164",41.280190000000005,-96.08541,1642.3177809176632 km
LABORATORY CP OF AMER HLDGS,"358 South Main Street, Burlington, NC, 27215",36.093140000000005,-79.43737,376.63322513969894 km
ISTAR INC,"1114 Avenue of the Americas, New York, NY, 10036",40.75468,-73.98267,333.07155287870256 km
VALERO ENERGY CORP,"One Valero Way, San Antonio, TX, 78249",29.584090000000003,-98.60703000000001,2231.4944785883654 km
IDEX CORP,"1925 West Field Court, Suite 200, Lake Forest, IL, 60045",42.244859999999996,-87.89367,990.5536582623408 km
MUELLER INDUSTRIES,"8285 Tournament Drive, Suite 150, Memphis, TN, 38125",35.056129999999996,-89.78595,1211.088120242373 km
TCF FINANCIAL CORP,"200 Lake Street East, Mail Code EX0-03-A, Wayzata, MN, 55391",44.970259999999996,-93.51993,1520.384068615179 km
BIO-TECHNE CORP,"614 McKinley Place NE, Minneapolis, MN, 55413",44.99603,-93.22906,1499.9674973577382 km
BROWN & BROWN INC,"220 South Ridgewood Avenue, Daytona Beach, FL, 32114",29.20815,-81.02212,1135.6415579457941 km
TREDEGAR CORP,"1100 Boulders Parkway, Richmond, VA, 23225",37.51401,-77.53264,159.5630006959389 km
SIGNET JEWELERS LTD,"Clarendon House, 2 Church Street, Hamilton, HM11",41.72583,-78.93918000000001,353.1301900520905 km
STAPLES INC,"Five Hundred Staples Drive, Framingham, MA, 1702",42.292359999999995,-71.48835,602.1309505946898 km
PLUM CREEK TIMBER CO INC,"601 Union Street, Suite 3100, Seattle, WA, 98101",47.61032,-122.33233,3745.8080651932646 km
SYMANTEC CORP,"350 Ellis Street, Mountain View, CA, 94043",37.39767,-122.0539,3908.9483614897044 km
ABBVIE INC,"1 North Waukegan Road, North Chicago, IL, 60064",42.30612,-87.89166,992.5673883964166 km
COGNEX CORP,"One Vision Drive, Natick, MA, 1760",42.30165,-71.35499,611.5758539495057 km
PEOPLE'S UNITED FINL INC,"850 Main Street, Bridgeport, CT, 6604",41.176,-73.18834,414.64106444582643 km
ENANTA PHARMACEUTICALS INC,"500 Arsenal Street, Watertown, MA, 2472",42.363859999999995,-71.16044000000001,628.6072799250168 km
CIRRUS LOGIC INC,"800 West 6th Street, Austin, TX, 78701",30.270590000000002,-97.75089,2120.7670921124054 km
RUCKUS WIRELESS INC,"350 West Java Drive, Sunnyvale, CA, 94089",37.41141,-122.01951000000001,3905.5944160503295 km
NEOGEN CORP,"620 Lesher Place, Lansing, MI, 48912",42.740140000000004,-84.53896,762.7128423836158 km
HANGER INC,"10910 Domain Drive, Suite 300, Austin, TX, 78758",30.39552,-97.72693000000001,2111.4275157170778 km
EOG RESOURCES INC,"1111 Bagby, Sky Lobby 2, Houston, TX, 77002",29.758840000000003,-95.37055,1962.531701828699 km
BOISE CASCADE CO,"1111 West Jefferson Street, Suite 300, Boise, ID, 83702",43.61957,-116.20546000000002,3292.8378689132473 km
CENTRAL PACIFIC FINANCIAL CP,"220 South King Street, Honolulu, HI, 96813",21.307679999999998,-157.86041,7784.02601669517 km
DIGI INTERNATIONAL INC,"11001 Bren Road East, Minnetonka, MN, 55343",44.89864,-93.4159,1509.9039695501183 km
ELECTRONIC ARTS INC,"209 Redwood Shores Parkway, Redwood City, CA, 94065",37.52325,-122.2541,3921.9425023309477 km
